EngineType;CarNr;CarMake;CarModel;TD-GenartNr;TD-GenartDesc;K24-Kategorie;TD-ArtNr;PDM-ArtID;K24Number;Manufacturer;TD-ManufacturerNr
Elektromotor;7042;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;7042;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;7042;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);82;Bremsscheibe;Bremsanlage;24012202701-SET-MS;4656099;NULL;MSP;358
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);82;Bremsscheibe;Bremsanlage;8DD 355 123-421;3451171;NULL;HLP;2
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);82;Bremsscheibe;Bremsanlage;DP-0511C;4654223;NULL;JPP;156
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);83;Bremsschlauch;Bremsanlage;BSL-4282;3830085;NULL;OPT;129
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);83;Bremsschlauch;Bremsanlage;BSL-4283;3830086;NULL;OPT;129
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);123;Bremstrommel;Bremsanlage;BBR7254;4708470;NULL;B+B;475
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);124;Seilzug, Feststellbremse;Bremsanlage;HK-2663;4286146;NULL;OPT;129
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);124;Seilzug, Feststellbremse;Bremsanlage;HK-5403;4425059;NULL;OPT;129
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);124;Seilzug, Feststellbremse;Bremsanlage;HK-5404;4425060;NULL;OPT;129
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);215;Fußmattensatz;Innenausstattung;PAL18-1410;4691220;NULL;ASU;442
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);215;Fußmattensatz;Innenausstattung;PAL18-1411;4691221;NULL;ASU;442
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);215;Fußmattensatz;Innenausstattung;PAL18-1412;4691222;NULL;ASU;442
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);215;Fußmattensatz;Innenausstattung;PAL18-6410;4693129;NULL;ASU;442
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);215;Fußmattensatz;Innenausstattung;PAL18-6411;4693130;NULL;ASU;442
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);215;Fußmattensatz;Innenausstattung;PAL18-6412;4693131;NULL;ASU;442
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);219;Gasfeder, Koffer-/Laderaum;Karosserie;8502047;4689435;NULL;KFT;4546
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027092T-SET-MS;4673569;NULL;MSP;358
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027442T-SET-MS;4673572;NULL;MSP;358
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;FDS1617;4673745;NULL;FOD;4986
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);424;Filter, Innenraumluft;Heizung/Lüftung;K 1248A-2x;4672090;NULL;FIT;256
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);424;Filter, Innenraumluft;Heizung/Lüftung;WP9337;4672144;NULL;WIX;324
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);654;Radlagersatz;Radaufhängung;KWD1007;4662187;NULL;DAY;42
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);654;Radlagersatz;Radaufhängung;KWD1193;4662372;NULL;DAY;42
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);816;Warnblinkschalter;Signalanlage;2103660;4656824;NULL;HFF;341
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);816;Warnblinkschalter;Signalanlage;702 299;4656818;NULL;TON;301
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);839;Verbindungsstück, Waschwasserleitung;Scheibenreinigung;2140345;4651976;NULL;MEZ;94
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);1334;Lagerung, Stabilisator;Radaufhängung;535183;4701739;NULL;GSP;373
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);1563;Lenkstockschalter;Instrumente;21031076E;4698062;NULL;HFF;341
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);1626;Wälzlager, Federbeinstützlager;Radaufhängung;BSJ30005;4697690;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);1632;Reparatursatz, Federbeinstützlager;Radaufhängung;805430 KIT;4697618;NULL;SID;135
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);3251;Türfeststeller;Karosserie;612 28 078 01 11;4679755;NULL;OES;2728
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);3251;Türfeststeller;Karosserie;70102;4679805;NULL;AIC;1368
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);4826;Wickelfeder, Airbag;Sicherheitssysteme;21031426;4668697;NULL;HFF;341
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);15309;Reserveradhalter;Karosserie;316 28 193 01 11;4698616;NULL;OES;2728
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);20803;Antennenfuß;NULL;113 28 055 01 11;4694223;NULL;OES;2728
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);20803;Antennenfuß;NULL;113 28 059 01 11;4694225;NULL;OES;2728
Elektromotor;8476;RENAULT;KANGOO Rapid (FW0/1_);20808;Dichtringsatz, Klimaanlage;NULL;313 28 074 01 11;4694199;NULL;OES;2728
Elektromotor;9245;RENAULT;FLUENCE (L3_);82;Bremsscheibe;Bremsanlage;DP-0705C;4654269;NULL;JPP;156
Elektromotor;9245;RENAULT;FLUENCE (L3_);83;Bremsschlauch;Bremsanlage;BSL-4288;3830091;NULL;OPT;129
Elektromotor;9245;RENAULT;FLUENCE (L3_);83;Bremsschlauch;Bremsanlage;BSL-4291;3830095;NULL;OPT;129
Elektromotor;9245;RENAULT;FLUENCE (L3_);215;Fußmattensatz;Innenausstattung;PAL18-1399;4691209;NULL;ASU;442
Elektromotor;9245;RENAULT;FLUENCE (L3_);215;Fußmattensatz;Innenausstattung;PAL18-6399;4693118;NULL;ASU;442
Elektromotor;9245;RENAULT;FLUENCE (L3_);219;Gasfeder, Koffer-/Laderaum;Karosserie;8505076;4689529;NULL;KFT;4546
Elektromotor;9245;RENAULT;FLUENCE (L3_);286;Lenkgetriebe;Lenkung;153204;4683483;NULL;CEV;393
Elektromotor;9245;RENAULT;FLUENCE (L3_);298;Wischblatt;Scheibenreinigung;431 27 111 01 11;4682840;NULL;OES;2728
Elektromotor;9245;RENAULT;FLUENCE (L3_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027562T-SET-MS;4673574;NULL;MSP;358
Elektromotor;9245;RENAULT;FLUENCE (L3_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;315 18 162 01 11;4674099;NULL;OES;2728
Elektromotor;9245;RENAULT;FLUENCE (L3_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;315 27 126 01 11;4674112;NULL;OES;2728
Elektromotor;9245;RENAULT;FLUENCE (L3_);654;Radlagersatz;Radaufhängung;KWD1033;4662213;NULL;DAY;42
Elektromotor;9245;RENAULT;FLUENCE (L3_);1626;Wälzlager, Federbeinstützlager;Radaufhängung;BSJ30008;4697693;NULL;DEH;89
Elektromotor;9245;RENAULT;FLUENCE (L3_);2322;Wasserkasten, Kühler;Kühlung;80605;4687681;NULL;BIR;208
Elektromotor;9245;RENAULT;FLUENCE (L3_);3314;Ladeluftschlauch;Luftversorgung;43SKV391;4679401;NULL;ESN;4969
Elektromotor;9245;RENAULT;FLUENCE (L3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;9245;RENAULT;FLUENCE (L3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9245;RENAULT;FLUENCE (L3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9245;RENAULT;FLUENCE (L3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9245;RENAULT;FLUENCE (L3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9245;RENAULT;FLUENCE (L3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9245;RENAULT;FLUENCE (L3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9245;RENAULT;FLUENCE (L3_);21099;Einfüllstutzen, Waschwasserbehälter;NULL;411 28 150 01 11;4694081;NULL;OES;2728
Elektromotor;9353;VENTURI;AMERICA;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9353;VENTURI;AMERICA;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9353;VENTURI;AMERICA;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9353;VENTURI;AMERICA;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9353;VENTURI;AMERICA;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9353;VENTURI;AMERICA;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9354;VENTURI;ASTROLAB;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9354;VENTURI;ASTROLAB;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9354;VENTURI;ASTROLAB;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9354;VENTURI;ASTROLAB;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9354;VENTURI;ASTROLAB;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9354;VENTURI;ASTROLAB;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9355;VENTURI;FETISH;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9355;VENTURI;FETISH;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9355;VENTURI;FETISH;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9355;VENTURI;FETISH;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9355;VENTURI;FETISH;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9355;VENTURI;FETISH;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9356;VENTURI;VOLAGE;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9356;VENTURI;VOLAGE;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9356;VENTURI;VOLAGE;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9356;VENTURI;VOLAGE;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9356;VENTURI;VOLAGE;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9356;VENTURI;VOLAGE;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9414;PIAGGIO;PORTER Kipper;82;Bremsscheibe;Bremsanlage;DI-696C;4653930;NULL;JPP;156
Elektromotor;9414;PIAGGIO;PORTER Kipper;124;Seilzug, Feststellbremse;Bremsanlage;HK-3596;4355160;NULL;OPT;129
Elektromotor;9414;PIAGGIO;PORTER Kipper;124;Seilzug, Feststellbremse;Bremsanlage;HK-3601;4355165;NULL;OPT;129
Elektromotor;9414;PIAGGIO;PORTER Kipper;3314;Ladeluftschlauch;Luftversorgung;43SKV391;4679401;NULL;ESN;4969
Elektromotor;9414;PIAGGIO;PORTER Kipper;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;9414;PIAGGIO;PORTER Kipper;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9414;PIAGGIO;PORTER Kipper;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9414;PIAGGIO;PORTER Kipper;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9414;PIAGGIO;PORTER Kipper;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9414;PIAGGIO;PORTER Kipper;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9414;PIAGGIO;PORTER Kipper;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;82;Bremsscheibe;Bremsanlage;DI-696C;4653930;NULL;JPP;156
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;124;Seilzug, Feststellbremse;Bremsanlage;HK-3596;4355160;NULL;OPT;129
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;124;Seilzug, Feststellbremse;Bremsanlage;HK-3601;4355165;NULL;OPT;129
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9436;PIAGGIO;PORTER Pritsche/Fahrgestell;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9450;PIAGGIO;PORTER Kasten;82;Bremsscheibe;Bremsanlage;DI-696C;4653930;NULL;JPP;156
Elektromotor;9450;PIAGGIO;PORTER Kasten;124;Seilzug, Feststellbremse;Bremsanlage;HK-3596;4355160;NULL;OPT;129
Elektromotor;9450;PIAGGIO;PORTER Kasten;124;Seilzug, Feststellbremse;Bremsanlage;HK-3601;4355165;NULL;OPT;129
Elektromotor;9450;PIAGGIO;PORTER Kasten;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;9450;PIAGGIO;PORTER Kasten;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9450;PIAGGIO;PORTER Kasten;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9450;PIAGGIO;PORTER Kasten;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9450;PIAGGIO;PORTER Kasten;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9450;PIAGGIO;PORTER Kasten;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9450;PIAGGIO;PORTER Kasten;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9458;PIAGGIO;PORTER Bus;82;Bremsscheibe;Bremsanlage;DI-696C;4653930;NULL;JPP;156
Elektromotor;9458;PIAGGIO;PORTER Bus;124;Seilzug, Feststellbremse;Bremsanlage;HK-3596;4355160;NULL;OPT;129
Elektromotor;9458;PIAGGIO;PORTER Bus;124;Seilzug, Feststellbremse;Bremsanlage;HK-3601;4355165;NULL;OPT;129
Elektromotor;9458;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9458;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9458;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9458;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9458;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9458;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9492;PIAGGIO;PORTER Bus;124;Seilzug, Feststellbremse;Bremsanlage;HK-3596;4355160;NULL;OPT;129
Elektromotor;9492;PIAGGIO;PORTER Bus;124;Seilzug, Feststellbremse;Bremsanlage;HK-3601;4355165;NULL;OPT;129
Elektromotor;9492;PIAGGIO;PORTER Bus;458;Kraftstoffpumpe;Kraftstoffförderanlage;770046A;4670213;NULL;MSS;342
Elektromotor;9492;PIAGGIO;PORTER Bus;3314;Ladeluftschlauch;Luftversorgung;43SKV391;4679401;NULL;ESN;4969
Elektromotor;9492;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;9492;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9492;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9492;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9492;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9492;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9492;PIAGGIO;PORTER Bus;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9526;PIAGGIO;APE CALESSINO Cabriolet;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;9526;PIAGGIO;APE CALESSINO Cabriolet;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9526;PIAGGIO;APE CALESSINO Cabriolet;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9526;PIAGGIO;APE CALESSINO Cabriolet;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9526;PIAGGIO;APE CALESSINO Cabriolet;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9526;PIAGGIO;APE CALESSINO Cabriolet;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9526;PIAGGIO;APE CALESSINO Cabriolet;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;9830;MITSUBISHI;i (HA_);70;Bremsbackensatz;Bremsanlage;151-533;4660865;NULL;CIF;311
Elektromotor;9830;MITSUBISHI;i (HA_);82;Bremsscheibe;Bremsanlage;DI-0614C;4653479;NULL;JPP;156
Elektromotor;9830;MITSUBISHI;i (HA_);83;Bremsschlauch;Bremsanlage;BSL-4637;3896401;NULL;OPT;129
Elektromotor;9830;MITSUBISHI;i (HA_);124;Seilzug, Feststellbremse;Bremsanlage;HK-6322;4425978;NULL;OPT;129
Elektromotor;9830;MITSUBISHI;i (HA_);215;Fußmattensatz;Innenausstattung;PAL18-1042;4690852;NULL;ASU;442
Elektromotor;9830;MITSUBISHI;i (HA_);215;Fußmattensatz;Innenausstattung;PAL18-6042;4692761;NULL;ASU;442
Elektromotor;9830;MITSUBISHI;i (HA_);277;Radbremszylinder;Bremsanlage;RZ-4165;3109700;NULL;OPT;129
Elektromotor;9830;MITSUBISHI;i (HA_);3069;Automatikgetriebeöl;Automatikgetriebe;504 16 904 01 11;4682223;NULL;OES;2728
Elektromotor;9830;MITSUBISHI;i (HA_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;9830;MITSUBISHI;i (HA_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;9830;MITSUBISHI;i (HA_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;9830;MITSUBISHI;i (HA_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;9830;MITSUBISHI;i (HA_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Elektromotor;9830;MITSUBISHI;i (HA_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Elektromotor;9830;MITSUBISHI;i (HA_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Elektromotor;12152;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Elektromotor;12152;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Elektromotor;12152;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Elektromotor;12152;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Elektromotor;12152;THINK;CITY;5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
